time	band	integration	mag	mag_limit	dmag	flux_density	dflux_denisty	instrument	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime	reference	dflux_density	flux_density_limit	aperture	date	date_unit
0.00343	Clear	10.0	11.79	0	NaN	59700.0	NaN	Pi	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00359	Clear	10.0	11.95	0	NaN	51500.0	NaN	Pi	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00043	Clear	10.0	5.6	0	NaN	17900000.0	NaN	RAPTOR	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00028	Clear	5.0	5.35	0	NaN	22500000.0	NaN	ROTSE	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00129	Clear	20.0	8.49	0	NaN	1250000.0	NaN	ROTSE	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00010	Clear	NaN	8.198	0	0.579	1940000.0	802000.0	TORTORA	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00012	Clear	NaN	6.967	0	0.188	6030000.0	958000.0	TORTORA	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.00013	Clear	NaN	6.65	0	0.141	8070000.0	983000.0	TORTORA	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.69792	R	NaN	19.8	0	NaN	37.3	NaN	Canarias	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.64618	Clear	1500.0	19.08	0	0.02	72.4	1.32	AAVSO	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.81597	Clear	2040.0	19.0	0	0.1	78.0	6.86	AAVSO	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.86610	R	NaN	20.0	0	0.3	31.0	7.5	Brno	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.50850	R	NaN	19.1	0	NaN	71.1	NaN	Kharkiv	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.53554	R	NaN	19.9	0	NaN	34.0	NaN	Kharkiv	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.82417	R	NaN	20.1	0	NaN	28.3	NaN	Kharkiv	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
19.16667	R	NaN	24.35	0	NaN	0.565	NaN	HST	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
19.16667	I	NaN	23.76	0	NaN	0.762	NaN	HST	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
53.12500	R	NaN	26.28	0	0.1	0.0955	0.0084	HST	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
53.12500	I	NaN	25.46	0	0.1	0.159	0.014	HST	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	NaN	NaN	NaN	NaN	NaN
0.07125	UVW1	196.6	16.146	0	0.043	343.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	13.3	0.0	NaN	NaN	NaN
0.20137	UVW1	885.6	17.645	0	0.042	86.3	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	3.3	0.0	NaN	NaN	NaN
0.32462	UVW1	427.9	18.316	0	0.086	46.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	3.5	0.0	NaN	NaN	NaN
0.52538	UVW1	427.9	18.909	0	0.121	26.9	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	2.8	0.0	NaN	NaN	NaN
0.87532	UVW1	200.6	19.266	0	0.213	19.4	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	3.5	0.0	NaN	NaN	NaN
0.06414	UVW2	196.6	16.192	0	0.046	239.6	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	9.9	0.0	NaN	NaN	NaN
0.12395	UVW2	885.6	17.231	0	0.036	92.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	3.0	0.0	NaN	NaN	NaN
0.25779	UVW2	266.3	18.394	0	0.116	31.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	3.2	0.0	NaN	NaN	NaN
0.33485	UVW2	856.1	18.631	0	0.073	25.3	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	1.6	0.0	NaN	NaN	NaN
0.53564	UVW2	856.1	19.228	0	0.102	14.6	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	1.3	0.0	NaN	NaN	NaN
0.88021	UVW2	401.3	19.888	0	0.22	8.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	1.5	0.0	NaN	NaN	NaN
0.06888	UVM2	196.6	15.923	0	0.052	284.4	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	13.3	0.0	NaN	NaN	NaN
0.14500	UVM2	334.6	17.144	0	0.071	92.4	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	5.8	0.0	NaN	NaN	NaN
0.19087	UVM2	885.6	17.493	0	0.052	67.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	3.1	0.0	NaN	NaN	NaN
0.34755	UVM2	611.2	18.381	0	0.101	29.6	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	2.6	0.0	NaN	NaN	NaN
0.54833	UVM2	610.0	19.039	0	0.144	16.1	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	2.0	0.0	NaN	NaN	NaN
0.00730	U	19.4	12.474	0	0.028	19697.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	501.5	0.0	NaN	NaN	NaN
0.00909	U	19.4	12.968	0	0.03	12496.8	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	340.6	0.0	NaN	NaN	NaN
0.01655	U	19.4	14.108	0	0.042	4373.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	165.9	0.0	NaN	NaN	NaN
0.01841	U	19.5	14.342	0	0.046	3525.3	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	146.2	0.0	NaN	NaN	NaN
0.05701	U	196.6	16.015	0	0.029	755.1	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	19.9	0.0	NaN	NaN	NaN
0.07363	U	196.6	16.329	0	0.033	565.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	16.9	0.0	NaN	NaN	NaN
0.21185	U	295.0	17.864	0	0.056	137.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	6.9	0.0	NaN	NaN	NaN
0.21538	U	231.2	17.886	0	0.064	134.8	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	7.7	0.0	NaN	NaN	NaN
0.32970	U	213.4	18.498	0	0.089	76.7	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	6.0	0.0	NaN	NaN	NaN
0.53047	U	213.4	19.435	0	0.148	32.4	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	4.1	0.0	NaN	NaN	NaN
0.00759	B	9.6	13.334	0	0.042	19160.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	727.0	0.0	NaN	NaN	NaN
0.00939	B	9.6	13.913	0	0.046	11240.9	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	466.3	0.0	NaN	NaN	NaN
0.01683	B	19.4	15.012	0	0.046	4085.1	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	169.5	0.0	NaN	NaN	NaN
0.01870	B	19.5	15.291	0	0.052	3159.4	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	147.7	0.0	NaN	NaN	NaN
0.05939	B	196.6	16.962	0	0.033	678.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	20.3	0.0	NaN	NaN	NaN
0.07601	B	196.6	17.35	0	0.039	474.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	16.7	0.0	NaN	NaN	NaN
0.33227	B	213.4	19.417	0	0.112	70.7	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	6.9	0.0	NaN	NaN	NaN
0.53304	B	213.3	20.036	0	0.171	40.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	5.8	0.0	NaN	NaN	NaN
0.87897	B	100.2	20.441	0	0.316	27.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	6.9	0.0	NaN	NaN	NaN
0.00823	V	19.5	13.373	0	0.04	16512.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	597.2	0.0	NaN	NaN	NaN
0.01128	V	393.5	14.337	0	0.013	6795.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	80.9	0.0	NaN	NaN	NaN
0.01757	V	19.4	15.025	0	0.076	3605.8	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	243.8	0.0	NaN	NaN	NaN
0.01944	V	19.5	15.127	0	0.081	3282.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	236.0	0.0	NaN	NaN	NaN
0.06650	V	196.6	16.955	0	0.058	609.5	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	31.7	0.0	NaN	NaN	NaN
0.13444	V	295.0	17.948	0	0.078	244.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	16.9	0.0	NaN	NaN	NaN
0.13795	V	295.1	17.895	0	0.078	256.4	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	17.8	0.0	NaN	NaN	NaN
0.14146	V	295.0	18.041	0	0.082	224.2	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	16.3	0.0	NaN	NaN	NaN
0.34498	V	213.4	19.491	0	0.256	59.0	NaN	UVOT	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	12.4	0.0	NaN	NaN	NaN
0.00011	J	0.051	5.206	0	0.055	13200000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	652000.0	NaN	NaN	NaN	NaN
0.00078	J	0.051	5.627	0	0.055	8940000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	443000.0	NaN	NaN	NaN	NaN
0.00101	J	0.051	6.47	0	0.055	4110000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	204000.0	NaN	NaN	NaN	NaN
0.00111	J	0.051	6.847	0	0.056	2910000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	145000.0	NaN	NaN	NaN	NaN
0.00120	J	0.051	6.954	0	0.056	2630000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	132000.0	NaN	NaN	NaN	NaN
0.00142	J	0.051	7.414	0	0.056	1720000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	87100.0	NaN	NaN	NaN	NaN
0.00152	J	0.051	7.598	0	0.057	1450000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	73900.0	NaN	NaN	NaN	NaN
0.00161	J	0.051	7.684	0	0.057	1340000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	68400.0	NaN	NaN	NaN	NaN
0.00184	J	0.051	8.025	0	0.058	982000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	51300.0	NaN	NaN	NaN	NaN
0.00194	J	0.051	8.142	0	0.059	882000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	46400.0	NaN	NaN	NaN	NaN
0.00203	J	0.051	8.204	0	0.059	833000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	44300.0	NaN	NaN	NaN	NaN
0.00226	J	0.051	8.572	0	0.062	593000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	33000.0	NaN	NaN	NaN	NaN
0.00236	J	0.051	8.535	0	0.062	614000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	33900.0	NaN	NaN	NaN	NaN
0.00245	J	0.051	8.68	0	0.065	537000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	31200.0	NaN	NaN	NaN	NaN
0.00268	J	0.051	9.019	0	0.069	393000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	24000.0	NaN	NaN	NaN	NaN
0.00278	J	0.051	9.192	0	0.071	335000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	21200.0	NaN	NaN	NaN	NaN
0.00287	J	0.051	9.187	0	0.074	337000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	22100.0	NaN	NaN	NaN	NaN
0.00310	J	0.051	9.514	0	0.082	249000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	18000.0	NaN	NaN	NaN	NaN
0.00319	J	0.051	9.446	0	0.078	265000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	18400.0	NaN	NaN	NaN	NaN
0.00329	J	0.051	9.606	0	0.089	229000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	18000.0	NaN	NaN	NaN	NaN
0.00069	H	0.051	4.52	0	0.052	15900000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	747000.0	NaN	NaN	NaN	NaN
0.00078	H	0.051	4.853	0	0.052	11700000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	550000.0	NaN	NaN	NaN	NaN
0.00101	H	0.051	5.713	0	0.052	5300000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	250000.0	NaN	NaN	NaN	NaN
0.00111	H	0.051	6.101	0	0.052	3710000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	175000.0	NaN	NaN	NaN	NaN
0.00120	H	0.051	6.225	0	0.052	3310000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	156000.0	NaN	NaN	NaN	NaN
0.00142	H	0.051	6.498	0	0.053	2580000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	122000.0	NaN	NaN	NaN	NaN
0.00152	H	0.051	6.818	0	0.053	1920000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	91400.0	NaN	NaN	NaN	NaN
0.00161	H	0.051	6.826	0	0.053	1900000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	90700.0	NaN	NaN	NaN	NaN
0.00184	H	0.051	7.195	0	0.054	1360000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	66000.0	NaN	NaN	NaN	NaN
0.00194	H	0.051	7.442	0	0.054	1080000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	52700.0	NaN	NaN	NaN	NaN
0.00203	H	0.051	7.472	0	0.054	1050000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	51200.0	NaN	NaN	NaN	NaN
0.00226	H	0.051	7.702	0	0.056	849000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	42600.0	NaN	NaN	NaN	NaN
0.00236	H	0.051	7.794	0	0.056	781000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	39400.0	NaN	NaN	NaN	NaN
0.00245	H	0.051	7.923	0	0.057	693000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	35500.0	NaN	NaN	NaN	NaN
0.00268	H	0.051	8.009	0	0.058	641000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	33500.0	NaN	NaN	NaN	NaN
0.00278	H	0.051	8.257	0	0.06	510000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	27600.0	NaN	NaN	NaN	NaN
0.00287	H	0.051	8.394	0	0.063	449000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	25500.0	NaN	NaN	NaN	NaN
0.00310	H	0.051	8.521	0	0.064	400000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	22900.0	NaN	NaN	NaN	NaN
0.00319	H	0.051	8.62	0	0.065	365000.0	NaN	PAIRITeL	days	seconds	Vega	apparent	microJy	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..723B/abstract	21200.0	NaN	NaN	NaN	NaN
